BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
11.01.2021;20:00;CET;12.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;200;TenneT DE;TenneT DE;Grohnde;Konventionell
11.01.2021;22:00;CET;12.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;125,88;200;251,75;TenneT DE;APG;Grohnde;Konventionell
11.01.2021;22:00;CET;12.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;68,5;70;137;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
11.01.2021;22:00;CET;12.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;160;180;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (Uniper);Konventionell
11.01.2021;23:00;CET;12.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;77,5;90;77,5;TenneT DE;TenneT DE;Brokdorf;Konventionell
12.01.2021;00:00;CET;12.01.2021;03:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;169,17;200;507,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (Uniper);Konventionell
12.01.2021;00:00;CET;12.01.2021;08:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;268,91;350;2218,5;TenneT DE;TenneT DE;Staudinger 5;Konventionell
12.01.2021;00:00;CET;13.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;262,71;300;6305;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
12.01.2021;00:00;CET;13.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;254,09;300;4129;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
12.01.2021;00:00;CET;13.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;364,73;490;8753,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
12.01.2021;00:15;CET;12.01.2021;04:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;110,67;190;415;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
12.01.2021;02:30;CET;12.01.2021;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;279;300;975;Amprion;Amprion & TransnetBW;Vianden M5-M9;Sonstiges
12.01.2021;03:00;CET;12.01.2021;07:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;242,83;345;1092,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (Uniper);Konventionell
12.01.2021;05:00;CET;12.01.2021;17:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;212,16;223;2599;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
12.01.2021;05:45;CET;12.01.2021;08:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;95,4;114;238,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
12.01.2021;06:00;CET;12.01.2021;09:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;181;200;632;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
12.01.2021;06:00;CET;12.01.2021;23:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;108,1;200;567,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
12.01.2021;06:00;CET;13.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;82;98;164;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
12.01.2021;13:45;CET;12.01.2021;18:45;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;22;48;110;Amprion;Amprion;GTKW-DA-GT11;Konventionell
13.01.2021;00:00;CET;13.01.2021;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;145,38;200;1163;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
13.01.2021;00:00;CET;14.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;7200;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
13.01.2021;00:00;CET;14.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;291,67;300;7000;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
13.01.2021;00:00;CET;14.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;426,78;480;10242,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
13.01.2021;06:00;CET;14.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;103,13;158;825;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
13.01.2021;08:00;CET;13.01.2021;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;240;240;480;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schkopau VE;Konventionell
13.01.2021;08:45;CET;13.01.2021;18:00;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;32;50;294;Amprion;Amprion;GTKW-DA-GT11;Konventionell
13.01.2021;11:30;CET;13.01.2021;19:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;227;300;1702,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
13.01.2021;14:00;CET;13.01.2021;19:45;CET;Testfahrt (KapRes);Wirkleistungseinspeisung erhöhen;39;42;226;Amprion;Amprion;GERSTEINW_GTG1;Konventionell
13.01.2021;14:00;CET;13.01.2021;19:45;CET;Testfahrt (KapRes);Wirkleistungseinspeisung reduzieren;80;120;462;Amprion;Amprion;NIEDERAUSSEM_C;Konventionell
13.01.2021;16:15;CET;13.01.2021;19:45;CET;Testfahrt (KapRes);Wirkleistungseinspeisung erhöhen;102;218;358;Amprion;Amprion;GERSTEINW_DTG2;Konventionell
13.01.2021;17:30;CET;13.01.2021;19:30;CET;Testfahrt (KapRes);Wirkleistungseinspeisung reduzieren;61;140;122;Amprion;Amprion;NEURATH_B;Konventionell
13.01.2021;18:00;CET;13.01.2021;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;47;50;140;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_HKV;Konventionell
13.01.2021;19:00;CET;14.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;132,5;200;397,5;TransnetBW;TenneT DE;Grosskraftwerk Mannheim;Konventionell
13.01.2021;19:00;CET;14.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;230;1150;TenneT DE;TenneT DE;Staudinger 5;Konventionell
13.01.2021;20:45;CET;13.01.2021;22:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;167;200;250;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
14.01.2021;00:00;CET;14.01.2021;01:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;250;187,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
14.01.2021;00:00;CET;14.01.2021;02:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;160;TransnetBW;TenneT DE;Grosskraftwerk Mannheim;Konventionell
14.01.2021;00:00;CET;14.01.2021;04:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;226,89;300;1077,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
14.01.2021;00:00;CET;14.01.2021;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;214,75;230;1073,75;TenneT DE;TenneT DE;Staudinger 5;Konventionell
14.01.2021;00:00;CET;14.01.2021;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;191,83;410;1151;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
14.01.2021;04:15;CET;14.01.2021;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;83;110;145;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_HKV;Konventionell
14.01.2021;06:45;CET;14.01.2021;18:00;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;13;23;149;Amprion;Amprion;GTKW-DA-GT11;Konventionell
15.01.2021;02:30;CET;15.01.2021;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;210;240;735;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
15.01.2021;05:00;CET;15.01.2021;20:00;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;414;480;6217;Amprion;Amprion;WESTFALEN_E;Konventionell
15.01.2021;08:45;CET;15.01.2021;11:15;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;40;52;101;Amprion;Amprion;GTKW-DA-GT11;Konventionell
16.01.2021;01:00;CET;17.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;188;275;895;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
16.01.2021;05:00;CET;16.01.2021;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;177;185;708;Amprion;Amprion & TransnetBW;NEURATH_E;Konventionell
16.01.2021;19:00;CET;17.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;202;320;1010;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
16.01.2021;21:45;CET;16.01.2021;23:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;116,33;157;174,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
17.01.2021;00:00;CET;17.01.2021;07:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;238;265;1782;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
17.01.2021;00:00;CET;18.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;170;170;4080;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
17.01.2021;01:45;CET;17.01.2021;22:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;187,61;300;2157,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
17.01.2021;02:00;CET;17.01.2021;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;93;150;837;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
17.01.2021;02:30;CET;17.01.2021;11:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;180;200;1572;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
18.01.2021;00:00;CET;19.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;182,5;370;4380;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
18.01.2021;03:15;CET;18.01.2021;09:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;184,62;200;1200;TransnetBW;Amprion & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
18.01.2021;03:30;CET;18.01.2021;20:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;640,32;757;10885,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (Uniper);Konventionell
18.01.2021;10:00;CET;18.01.2021;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;178,57;200;1250;TenneT DE;TenneT DE;Grohnde;Konventionell
18.01.2021;20:00;CET;19.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;221,25;230;885;TenneT DE;TenneT DE;Staudinger 5;Konventionell
18.01.2021;20:45;CET;19.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;149,31;250;485,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
19.01.2021;00:00;CET;19.01.2021;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;230;2070;TenneT DE;TenneT DE;Staudinger 5;Konventionell
19.01.2021;00:00;CET;19.01.2021;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;174,9;230;1749;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
19.01.2021;00:00;CET;20.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;215,44;300;3662,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
19.01.2021;00:00;CET;20.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;305,31;470;7327,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
19.01.2021;04:00;CET;19.01.2021;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;84;130;420;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
19.01.2021;06:00;CET;19.01.2021;10:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;143,81;246;575,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
19.01.2021;08:00;CET;19.01.2021;12:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;163,75;170;655;TransnetBW;Amprion & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
19.01.2021;09:00;CET;19.01.2021;20:45;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;239,57;375;2815;TenneT DE;TenneT DE;ReserveKW Irsching 3;Konventionell
19.01.2021;10:00;CET;19.01.2021;16:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;191,62;290;1245,5;TransnetBW;50Hertz & TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
19.01.2021;14:00;CET;19.01.2021;16:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;140;202,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
19.01.2021;22:45;CET;20.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;250;187,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
19.01.2021;22:45;CET;20.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;62,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
19.01.2021;23:00;CET;20.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;72,5;100;72,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
20.01.2021;00:00;CET;21.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;317,71;325;7625;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
20.01.2021;00:00;CET;21.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;330,95;404;7942,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
20.01.2021;00:00;CET;21.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;358,15;470;8595,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
20.01.2021;03:30;CET;21.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;159,09;264;875;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
20.01.2021;03:30;CET;21.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;137,58;200;653,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
20.01.2021;05:45;CET;20.01.2021;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;136,76;250;1162,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
20.01.2021;08:15;CET;20.01.2021;19:00;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;171,28;250;1841,25;TenneT DE;TenneT DE;ReserveKW Irsching 3;Konventionell
20.01.2021;16:45;CET;20.01.2021;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;47;50;212;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_MKV;Konventionell
20.01.2021;17:00;CET;20.01.2021;19:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;183;190;366;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schkopau VE;Konventionell
20.01.2021;20:00;CET;21.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;184;300;736;TransnetBW;Amprion & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
21.01.2021;00:00;CET;21.01.2021;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;168,9;240;844,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
21.01.2021;00:00;CET;21.01.2021;16:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;231,07;300;2599,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
21.01.2021;00:00;CET;21.01.2021;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;234,25;350;2342,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
21.01.2021;00:00;CET;22.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;237,53;300;5582;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
21.01.2021;00:00;CET;22.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;228,03;396;5472,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
21.01.2021;07:00;CET;21.01.2021;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;148,47;240;1336,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
21.01.2021;16:45;CET;21.01.2021;18:00;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;66;110;82,5;TransnetBW;TransnetBW;Reservekraftwerk Marbach DT 3;Konventionell
21.01.2021;19:15;CET;21.01.2021;23:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160,56;190;722,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
21.01.2021;19:15;CET;22.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;284,21;350;1350;TenneT DE;TenneT DE;Grohnde;Konventionell
22.01.2021;00:00;CET;22.01.2021;12:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;222,45;300;2725;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
22.01.2021;00:00;CET;22.01.2021;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;201,79;250;2825;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
22.01.2021;00:00;CET;22.01.2021;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;277;436;3878;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
22.01.2021;05:30;CET;22.01.2021;10:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;72,89;100;328;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
22.01.2021;06:00;CET;22.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;70;70;70;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
22.01.2021;06:00;CET;22.01.2021;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;168,75;200;337,5;TransnetBW;TenneT DE;Grosskraftwerk Mannheim;Konventionell
22.01.2021;07:30;CET;22.01.2021;14:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;43,74;100;295,25;TenneT DE;TenneT DE;Brokdorf;Konventionell
22.01.2021;08:00;CET;23.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;232,86;373;3725,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
22.01.2021;08:45;CET;22.01.2021;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;193;220;2168;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;EMSLAND_DTB0;Konventionell
22.01.2021;10:00;CET;22.01.2021;13:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;43,67;65;163,75;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
22.01.2021;10:30;CET;22.01.2021;11:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;26,67;40;20;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
22.01.2021;11:00;CET;22.01.2021;15:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;163,89;250;737,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
22.01.2021;11:00;CET;22.01.2021;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;195;250;975;TenneT DE;TenneT DE;Grohnde;Konventionell
22.01.2021;11:45;CET;22.01.2021;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;111,64;190;921;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
22.01.2021;19:00;CET;22.01.2021;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;159;220;358;Amprion;TenneT DE & Amprion;EMSLAND_DTB0;Konventionell
22.01.2021;21:00;CET;23.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;217;240;650;Amprion;TenneT DE & Amprion;HERNE_4;Konventionell
23.01.2021;00:00;CET;23.01.2021;00:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;70;120;52,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
