mastr_id,Anzeigename,norm_name,Energietraeger,Nettonennleistung_MW,Postleitzahl,Ort
SEE979811488683,Kraftwerk SI GT1,kraftwerk si gt1,Erdgas,5.5,31515,Wunstorf
SEE983252937631,Niederaußem K,niederaußem k,Braunkohle,944.0,50129,Bergheim
SEE984446277410,Büttel Speicher,büttel speicher,Batteriespeicher,12.0,25572,Büttel
SEE985220684011,Kraftwerk SI DT2,kraftwerk si dt2,Waerme,9.3,31515,Wunstorf
SEE957367978162,Kraftwerk Egglfing-Obernberg MS5,kraftwerk egglfing-obernberg ms5,Wasser,13.45,94072,Bad Füssing
SEE966988528885,PSW Geesthacht PSS C,psw geesthacht pss c,Pumpspeicher,39.7,21502,Geesthacht
SEE972475289894,Gasturbine 1 - GuD MPE,gasturbine 1 - gud mpe,Erdgas,14.05,33699,Bielefeld
SEE976325553869,DTS 1,dts 1,Biomasse,28.448,68305,Mannheim
SEE983645175053,Ingolstadt 4,ingolstadt 4,Mineraloelprodukte,365.0,85098,Großmehring
SEE987633796220,GKH 1,gkh 1,Steinkohle,136.0,30419,Hannover
SEE955978509164,SKW Hohenwarte 1 Maschine C,skw hohenwarte 1 maschine c,Wasser,3.88,07338,Hohenwarte
SEE961284659301,Obernach F1,obernach f1,Wasser,6.4,82432,Walchensee
SEE929826629465,BHKW Ramstein,bhkw ramstein,Erdgas,12.75,66877,Ramstein-Miesenbach
SEE929915888797,Urspring K(Ro) 1,urspring k 1,Wasser,3.366,86983,Lechbruck
SEE931225490034,SMAREG7 Monheim,smareg7 monheim,Batteriespeicher,12.0,86653,Monheim
SEE936112096313,BHKW,bhkw,Erdgas,1.957,16909,Heiligengrabe
SEE980823248912,Turbine 7,turbine 7,Erdgas,25.929,93309,Kelheim
SEE982512881400,"HKW, Dampfturbine 2",hkw dampfturbine 2,Erdgas,20.4,86152,Augsburg
SEE962922475031,Meitingen M2,meitingen m2,Wasser,4.2,86405,Meitingen
SEE964117025212,Kraftwerk Ering-Frauenstein MS1,kraftwerk ering-frauenstein ms1,Wasser,24.3,94140,Ering
SEE968905685947,SEDE607510037,sede607510037,Erdgas,4.387,07549,Gera
SEE969078917545,Kraftwerk Ering-Frauenstein MS3,kraftwerk ering-frauenstein ms3,Wasser,24.3,94140,Ering
SEE935602197158,Saalachkraftwerk E3,saalachkraftwerk e3,Wasser,1.28,83435,Bad Reichenhall
SEE937849602679,Detzem Maschine 1,detzem maschine 1,Wasser,6.0,54340,Detzem
SEE940039139749,SW Karlsruhe Heizkraftwerk West Generator 3,sw karlsruhe heizkraftwerk west generator 3,Erdgas,33.0,76189,Karlsruhe
SEE945908806647,Herne 4,herne 4,Steinkohle,435.0,44653,Herne
SEE950132255796,Holzheizkraftwerk Cuxhaven,holzheizkraftwerk cuxhaven,Biomasse,17.0,27472,Cuxhaven
SEE954183997452,01 Std ST2,01 std st2,Waerme,13.0,21683,Stade
SEE972128015696,BHKW Merheim RheinEnergie,bhkw merheim rheinenergie,Erdgas,30.777,51109,Köln
SEE976850689781,GuD Mitte DT10,gud mitte dt10,Waerme,89.5,67063,Ludwigshafen
SEE964658207085,WKW Unteropfingen M4,wkw unteropfingen m4,Wasser,4.225,88457,Kirchdorf
SEE965768299069,Heizkraftwerk Halle-Trotha - Gasturbine,heizkraftwerk halle-trotha - gasturbine,Erdgas,54.8325,06118,Halle
SEE967194778880,GT1,gt1,Erdgas,62.0,01159,Dresden
SEE968471468838,DT23,dt23,Erdgas,29.2,42275,Wuppertal
SEE973349507359,trlyr 5,trlyr 5,Batteriespeicher,15.0,29227,Celle
SEE970739914599,KLW1-KVA,klw1-kva,Biomasse,1.0,80939,München
SEE972346658903,Heizkraftwerk Stuttgart-Gaisburg HKW 3 Motor 3,heizkraftwerk stuttgart-gaisburg hkw 3 motor 3,Erdgas,9.717,70327,Stuttgart
SEE972458947407,SWD KWL GTE2,swd kwl gte2,Erdgas,64.7,40221,Düsseldorf
SEE985117126280,ST_HKW_T4,st_hkw_t4,Steinkohle,5.76,63811,Stockstadt
SEE986886521948,"Biomethan BHKW Hannover Herrenhausen, Motor 1",biomethan bhkw hannover herrenhausen motor 1,Biomasse,4.5,30419,Hannover
SEE988464391141,Erdgas BHKW KLA Bottrop Ag. 2,erdgas bhkw kla bottrop ag 2,Erdgas,2.676,46238,Bottrop
SEE988477355802,GKM Block 9,gkm block 9,Steinkohle,843.0,68199,Mannheim
SEE962395118756,Gasmotoren-Heizkraftwerk Dresden-Reick - Aggregat IV,gasmotoren-heizkraftwerk dresden-reick - aggregat iv,Erdgas,11.5,01277,Dresden
SEE968206101610,GT3,gt3,Erdgas,4.946,53909,Zülpich
SEE971280976463,MHKW Turbine,mhkw turbine,Abfall,11.0,73037,Göppingen
SEE957686843929,Turbine 1,turbine 1,Abfall,10.222,64293,Darmstadt
SEE959377024433,Alzwerk Maschine 3,alzwerk maschine 3,Wasser,10.08,84489,Burghausen
SEE961029163353,Trianel Kohlekraftwerk Lünen,trianel kohlekraftwerk lünen,Steinkohle,746.0,44536,Lünen
SEE962737235608,Block 1,block 1,Abfall,29.2,39126,Magdeburg
SEE976184145496,KW Rheinfelden Maschine 5,kw rheinfelden maschine 5,Wasser,1.72,4310,Rheinfelden
SEE976333173899,Gaskraftwerk Landesbergen - Gasturbine,gaskraftwerk landesbergen - gasturbine,Erdgas,65.0,31628,Landesbergen
SEE982889459141,Werk 1.5 KWK 3,werk 1 5 kwk 3,Erdgas,3.36,80937,München
SEE930159654734,Kraftwerk Werdohl Elverlingsen E2,kraftwerk werdohl elverlingsen e2,Mineraloelprodukte,98.0,58791,Werdohl
SEE934529216348,BHKW,bhkw,Biomasse,1.5565,29525,Uelzen
SEE963081865633,BES BEN,bes ben,Batteriespeicher,16.425,04828,Bennewitz
SEE964481657378,illwerke vkw Kopswerk I M3,illwerke vkw kopswerk i m3,Wasser,96.0,A-6793,Gaschurn
SEE971867565370,HKW Niederrad Block 1,hkw niederrad block 1,Erdgas,70.0,60528,Frankfurt
SEE973271553004,Turbine 5,turbine 5,Erdgas,5.57,55246,Mainz-Kostheim
SEE976252866650,MOT 5,mot 5,Erdgas,10.285,75175,Pforzheim
SEE925690509520,Pfreimd R3,pfreimd r3,Pumpspeicher,33.0,92555,Trausnitz
SEE926982393704,BHKW 10,bhkw 10,Erdgas,10.287,12059,Berlin
SEE938158660541,Gasturbine 1 - GuD MPE,gasturbine 1 - gud mpe,Erdgas,14.05,33699,Bielefeld
SEE939218038409,UPM Schongau HKW 2 T2,upm schongau hkw 2 t2,Erdgas,6.25,86956,Schongau
SEE940780197517,Felix Schoeller GmbH & Co.KG Osnabrück,felix schoeller gmbh co kg osnabrück,Erdgas,14.468,49086,Osnabrück
SEE978382998973,Meitingen M3,meitingen m3,Wasser,4.2,86405,Meitingen
SEE984335626152,GT Niehl 2 RheinEnergie,gt niehl 2 rheinenergie,Erdgas,266.0,50735,Köln
SEE985107396679,Schwammenauel Maschine 1,schwammenauel maschine 1,Wasser,14.0,52396,Heimbach
SEE986400818790,BHKW 2 Hamburg Modul 1,bhkw 2 hamburg modul 1,Erdgas,4.119,21129,Hamburg
SEE989887901764,Turbine 5,turbine 5,Abfall,12.26,31789,Hameln
SEE960680903568,Bergheim E K2,bergheim e k2,Wasser,7.9,86673,Bergheim
SEE964077382691,01 Std GT3,01 std gt3,Erdgas,44.975,21683,Stade
SEE967916097817,KRONOS TITAN Nordenham GuD,kronos titan nordenham gud,Erdgas,17.13,26954,Nordenham
SEE970535357835,PSW Wendefurth PSS B,psw wendefurth pss b,Pumpspeicher,39.9,06502,Thale
SEE979623845346,Kraftwerk Braunau-Simbach MS4,kraftwerk braunau-simbach ms4,Wasser,25.6,84375,Kirchdorf
SEE984196895179,GT32 GuD Süd Wolfsburg,gt32 gud süd wolfsburg,Erdgas,49.4,38440,Wolfsburg
SEE974080003018,TögingNeu MS1,tögingneu ms1,Wasser,40.0,84513,Töging
SEE974615285285,Heizkraftwerk Stuttgart-Gaisburg HKW 3 Motor 2,heizkraftwerk stuttgart-gaisburg hkw 3 motor 2,Erdgas,9.717,70327,Stuttgart
SEE975193004329,Kraftwerk WI DT4,kraftwerk wi dt4,Erdgas,28.0,36266,Heringen
SEE949799257847,Ruhrort 3,ruhrort 3,Sonstige Energietraeger (nicht erneuerbar),94.0,47166,Duisburg
SEE951458309484,W065-Gebäude 120 / BHKW Modul 01,w065-gebäude 120 bhkw modul 01,Erdgas,4.2,40476,Düsseldorf
SEE956308510836,MOT 3,mot 3,Erdgas,10.285,75175,Pforzheim
SEE999756197518,Dampfturbine 2,dampfturbine 2,Erdgas,17.7,56727,Mayen
SEE971886830459,illwerke vkw Vermuntwerk M1,illwerke vkw vermuntwerk m1,Wasser,85.0,A-6794,Partenen
SEE980479559837,SWM Uppenborn 2 Gen3,swm uppenborn 2 gen3,Wasser,6.0,84184,Tiefenbach
SEE983560968952,Kraftwerk Passau-Ingling MS3,kraftwerk passau-ingling ms3,Wasser,21.6,94036,Passau
SEE968933985491,Second Foundation BESS Königsee,second foundation bess königsee,Batteriespeicher,10.35,07426,Königsee
SEE973366398565,SEE PPO2,see ppo2,Abfall,19.339,06792,Sandersdorf
SEE975854838485,BMW Landshut KWK 7,bmw landshut kwk 7,Erdgas,4.3,84030,Landshut
SEE937610627863,HKW Karcherstraße (T5),hkw karcherstraße,Erdgas,7.0,67655,Kaiserslautern
SEE944335479066,Dampfturbine II Südzucker Plattling,dampfturbine ii südzucker plattling,Waerme,6.7895,94447,Plattling
SEE959858570855,GT4,gt4,Erdgas,38.4,06237,Leuna
SEE964121468647,HDH_004_Industrieheizkraftwerk-Heidenheim_GM5,hdh_004_industrieheizkraftwerk-heidenheim_gm5,Erdgas,3.729,89522,Heidenheim
SEE970137108491,HKW Karcherstraße (T2),hkw karcherstraße,Erdgas,9.0,67655,Kaiserslautern
SEE964448645769,BMKW Delitzsch,bmkw delitzsch,Biomasse,18.3,04509,Delitzsch
SEE990015251552,ABR990388771138,abr990388771138,Erdgas,12.8,37213,Witzenhausen
SEE991101635409,Motor 1,motor 1,Biomasse,1.048,28870,Ottersberg
SEE992559962321,Müden Maschine 2,müden maschine 2,Wasser,4.1,56254,Müden
SEE992590425045,PSW Bleiloch PSS B,psw bleiloch pss b,Pumpspeicher,39.9,07907,Schleiz
SEE995000682977,Batterie Diespeck,batterie diespeck,Batteriespeicher,20.7,91456,Diespeck
SEE958260519834,Mitte BHKW3 M2,mitte bhkw3 m2,Erdgas,4.4,47053,Duisburg
SEE958310939391,MKK,mkk,Abfall,32.0,28237,Bremen
SEE947996339434,RZR II Turbine4,rzr ii turbine4,Abfall,12.26,45699,Herten
SEE960162708360,Turbine 4,turbine 4,Erdgas,5.329,93309,Kelheim
SEE967283752913,Werk 1.5 KWK 1,werk 1 5 kwk 1,Erdgas,3.36,80937,München
SEE969775213346,"Shell Energy and Chemicals Park, Kraftwerk Godorf",shell energy and chemicals park kraftwerk godorf,Mineraloelprodukte,92.0,50997,Köln
SEE972466462527,Dampfturbine - GuD MPE,dampfturbine - gud mpe,Erdgas,9.35,33699,Bielefeld
SEE940809994431,GT1,gt1,Erdgas,4.466,25541,Brunsbüttel
SEE942749879687,KW Wyhlen Straflo 05,kw wyhlen straflo 05,Wasser,4.5,79639,Grenzach-Wyhlen
SEE945602121718,Generator B,generator b,Abfall,20.0,42349,Wuppertal
SEE953991032447,KWKK Heidelberg,kwkk heidelberg,Erdgas,13.288,69120,Heidelberg
SEE962496130121,BEE Merseburg GmbH,bee merseburg gmbh,Batteriespeicher,12.0,06217,Merseburg
SEE986617815513,"MHKW, Generator 2",mhkw generator 2,Abfall,7.0,27570,Bremerhaven
SEE981067351215,Heizkraftwerk Leipzig Süd Schwarzstartbatterie 9C,heizkraftwerk leipzig süd schwarzstartbatterie 9c,Batteriespeicher,3.5,04279,Leipzig
SEE982928435068,GuD Marzahn Dampfturbine,gud marzahn dampfturbine,Waerme,69.3,12681,Berlin
SEE985796237000,HKW Schildescher Str GT,hkw schildescher str gt,Erdgas,23.5,33611,Bielefeld
SEE960317505882,GT 1,gt 1,Mineraloelprodukte,23.2,83734,Hausham
SEE963709646453,"Biomethan BHKW Hannover Herrenhausen, Motor 3",biomethan bhkw hannover herrenhausen motor 3,Biomasse,2.0,30419,Hannover
SEE971740147860,T/G 7,t g 7,Mineraloelprodukte,2.025,46147,Oberhausen
SEE974059990561,AHKW-Neunkirchen Turbine 5,ahkw-neunkirchen turbine 5,Abfall,11.0,66538,Neunkirchen
SEE987452387340,Happurg F2,happurg f2,Pumpspeicher,40.0,91230,Happurg
SEE989202977269,GUD Mibü,gud mibü,Erdgas,444.5,28237,Bremen
SEE999839188105,W065-Gebäude 120 / BHKW Modul 03,w065-gebäude 120 bhkw modul 03,Erdgas,4.2,40476,Düsseldorf
SEE977720016904,Batterie Breitenworbis,batterie breitenworbis,Batteriespeicher,10.0,37339,Breitenworbis
SEE985453029962,Könnern Generator 1,könnern generator 1,Braunkohle,8.8,06420,Könnern
SEE993292613167,Solvay Rb TA8,solvay rb ta8,Waerme,15.94,47495,Rheinberg
SEE928331694449,"Motor-Heizkraftwerk Chemnitz-Nord, Motor 2",motor-heizkraftwerk chemnitz-nord motor 2,Erdgas,12.538,09114,Chemnitz
SEE996047653111,"KW TRB Bitterfeld, Bitterfeld-Wolfen, Oststr. 1",kw trb bitterfeld bitterfeld-wolfen oststr 1,Abfall,10.0,06749,Bitterfeld-Wolfen
SEE981220522926,BER2-AA-D3-GEN-06-NEA,ber2-aa-d3-gen-06-nea,Mineraloelprodukte,2.59,12107,Berlin
SEE986331287955,Fab Berrenrath,fab berrenrath,Braunkohle,98.0,50354,Hürth
SEE989200392347,7711MKA10-GT1,7711mka10-gt1,Erdgas,14.885,01454,Wachau
SEE989733403879,KW Silz - Maschine 1,kw silz - maschine 1,Pumpspeicher,250.0,6424,Silz
SEE991299080678,GT2,gt2,Erdgas,5.538,21107,Hamburg
SEE995234903107,Kraftwerk Passau-Ingling MS1,kraftwerk passau-ingling ms1,Wasser,21.6,94036,Passau
SEE996431301710,BMW Landshut KWK 5,bmw landshut kwk 5,Erdgas,4.3,84030,Landshut
SEE967298254266,KWK-Anlage FHW Ratingen West Modul 3,kwk-anlage fhw ratingen west modul 3,Erdgas,1.947,40878,Ratingen
SEE971914041024,Gasturbine Basell Wesseling,gasturbine basell wesseling,Erdgas,51.9,50389,Wesseling
SEE973250051972,Gasturbine HKW,gasturbine hkw,Erdgas,18.8,37075,Göttingen
SEE973601397087,Tiefstack GuD DT40,tiefstack gud dt40,Waerme,27.0,22113,Hamburg
SEE974521954909,Gasturbine 6,gasturbine 6,Erdgas,3.6,76855,Annweiler
SEE974634012046,illwerke vkw Lünerseewerk M5,illwerke vkw lünerseewerk m5,Pumpspeicher,56.0,A-6774,Tschagguns
SEE974910236807,N822 GE1,n822 ge1,Waerme,2.65,67063,Ludwigshafen
SEE976367618755,Biomethan BHKW 2 Hannover Stöcken,biomethan bhkw 2 hannover stöcken,Biomasse,4.5,30419,Hannover
SEE976404468497,SN-Lankow-GUD-2023,sn-lankow-gud-2023,Erdgas,11.25,19057,Schwerin
SEE976907281142,HKW Dessau,hkw dessau,Erdgas,39.12,06842,Dessau-Roßlau
SEE963890006111,HKW Karcherstraße (GT15),hkw karcherstraße,Erdgas,8.5,67655,Kaiserslautern
SEE964073339897,Heizkraftwerk Stendal,heizkraftwerk stendal,Erdgas,13.21,39576,Stendal
SEE968161544286,Mitte BHKW3 M1,mitte bhkw3 m1,Erdgas,4.4,47053,Duisburg
SEE976219797843,SWM HKW Sued GuD2 GT62,swm hkw sued gud2 gt62,Erdgas,146.3,81371,München
SEE979396678813,Kraftwerk ZI DT1,kraftwerk zi dt1,Waerme,18.1,39326,Zielitz
SEE982350358232,HKW - GuD2,hkw - gud2,Erdgas,7.032,91052,Erlangen
SEE982892019516,HKW-West Gasturbine 2,hkw-west gasturbine 2,Erdgas,5.07,32657,Lemgo
SEE977368296324,MOT 1,mot 1,Erdgas,10.285,75175,Pforzheim
SEE973493827723,KW Rheinfelden Maschine 1,kw rheinfelden maschine 1,Wasser,22.9,4310,Rheinfelden
SEE976266175403,Happurg F3,happurg f3,Pumpspeicher,40.0,91230,Happurg
SEE935573961376,SWM Uppenborn 1 Gen1,swm uppenborn 1 gen1,Wasser,8.8,85368,Wang
SEE936428070663,Vohburg E K3,vohburg e k3,Wasser,7.76,85088,Vohburg
SEE936781895453,BHKW2 (GKWK-MA-0016),bhkw2,Erdgas,4.101,68305,Mannheim
SEE937736737958,ZF-FRD-W04-G22-Prüfstand-844077,zf-frd-w04-g22-prüfstand-844077,Mineraloelprodukte,1.672,88046,Friedrichshafen
SEE940178738247,GT Chemnitzer Straße 40,gt chemnitzer straße 40,Erdgas,4.757,09599,Freiberg
SEE941166182769,LEV KWG G22,lev kwg g22,Steinkohle,12.671,51373,Leverkusen
SEE945811865984,P13,p13,Erdgas,1.0,68167,Mannheim
SEE963301495572,HK_001_Industrieheizkraftwerk-Walsrode_GT6,hk_001_industrieheizkraftwerk-walsrode_gt6,Erdgas,6.35,29699,Walsrode
SEE973279238699,Turbine 5,turbine 5,Biomasse,13.0,31061,Alfeld
SEE973464796218,Dampfturbine FSK Kuhheide 32a,dampfturbine fsk kuhheide 32a,Abfall,28.904,16303,Schwedt
SEE975248607116,Dampfturbine GWK Kuhheide 34,dampfturbine gwk kuhheide 34,Erdgas,4.7,16303,Schwedt
SEE976376888927,Gasturbine 1,gasturbine 1,Erdgas,4.92,39164,Wanzleben-Börde
SEE976445927045,Kraftwerk Stammham MS3,kraftwerk stammham ms3,Wasser,7.733,84533,Stammham
SEE987838157994,Fenne HKV,fenne hkv,Steinkohle,211.0,66333,Völklingen
SEE988699847857,GKM Block 7,gkm block 7,Steinkohle,425.0,68199,Mannheim
SEE991036415459,Gasturbine 1,gasturbine 1,Erdgas,7.558,66606,St. Wendel
SEE947763810036,HuR-IKW-G5,hur-ikw-g5,Erdgas,9.029,48499,Salzbergen
SEE951839779134,Küstenkraftwerk K.I.E.L Motor 1,küstenkraftwerk k i e l motor 1,Erdgas,9.456,24149,Kiel
SEE955314088254,Weisweiler H,weisweiler h,Braunkohle,656.0,52249,Eschweiler
SEE957262802302,Anlage 2014,anlage 2014,Biomasse,4.95,04860,Torgau
SEE959229794460,DT,dt,Erdgas,34.0,99087,Erfurt
SEE962777669616,Zolling GT1,zolling gt1,Mineraloelprodukte,24.5,85406,Zolling
SEE963438570067,Gasmotoren-Heizkraftwerk Dresden-Reick - Aggregat VI,gasmotoren-heizkraftwerk dresden-reick - aggregat vi,Erdgas,11.5,01277,Dresden
SEE988114672156,Kaufering K(Ro)2,kaufering k 2,Wasser,5.567,86916,Kaufering
SEE988182827533,Staudinger 4,staudinger 4,Erdgas,580.0,63538,Großkrotzenburg
SEE988558018985,KesselH,kesselh,Biomasse,9.18,33378,Rheda-Wiedenbrück
SEE991807535867,KWK-Anlage Gasturbine 3,kwk-anlage gasturbine 3,Erdgas,4.85,49638,Nortrup
SEE995156555835,KW Ryburg-Schwörstadt M3,kw ryburg-schwörstadt m3,Wasser,28.15,79739,Schwörstadt
SEE996980679766,Kraftwerk Oberaudorf-Ebbs MS2,kraftwerk oberaudorf-ebbs ms2,Wasser,30.0,83080,Oberaudorf
SEE966481430050,W065-Gebäude 120 / BHKW Modul 05,w065-gebäude 120 bhkw modul 05,Erdgas,4.253,40476,Düsseldorf
SEE929090964958,FZJ_WVVZ-03.19_BHKW-3,fzj_wvvz-03 19_bhkw-3,Erdgas,4.3,52428,Jülich
SEE929681132193,WKW Dettingen M2,wkw dettingen m2,Wasser,3.6,88451,Dettingen
SEE936406566188,Walchenseekraftwerk E Pe3,walchenseekraftwerk e pe3,Wasser,13.0,82431,Kochel
SEE940821413552,Kraftwerk NE DT,kraftwerk ne dt,Waerme,4.4,36119,Neuhof
SEE941053107073,Stromerzeugung Barby,stromerzeugung barby,Erdgas,17.78,39249,Barby
SEE943427876363,Kraftwerk Rostock Block A,kraftwerk rostock block a,Steinkohle,514.0,18147,Rostock
SEE998909352200,EA-46950,ea-46950,Biomasse,10.6,49824,Emlichheim
SEE975361659900,SWD KWL GuD F,swd kwl gud f,Erdgas,595.0,40221,Düsseldorf
SEE976826191515,MVA Hamm Turbine 2,mva hamm turbine 2,Abfall,6.5,59075,Hamm
SEE987789318420,KWK Anlage Kläranlage,kwk anlage kläranlage,Sonstige Energietraeger (nicht erneuerbar),23.0,79400,Kandern
SEE994055644299,BHKW15,bhkw15,Erdgas,2.619,42275,Wuppertal
SEE994238154089,MVA Hamm Turbine 3,mva hamm turbine 3,Abfall,6.45,59075,Hamm
SEE995184160995,Cuno Heizkraftwerk Herdecke BHKW3,cuno heizkraftwerk herdecke bhkw3,Erdgas,2.13,58313,Herdecke
SEE935153258285,ET HO 8,et ho 8,Sonstige Energietraeger (nicht erneuerbar),8.0,47166,Duisburg
SEE943682372433,Gasturbine 2,gasturbine 2,Erdgas,5.63,39164,Wanzleben-Börde
SEE945682618689,Dampfturbine Model Sachsen Papier,dampfturbine model sachsen papier,Erdgas,16.2514,04838,Eilenburg
SEE946568262484,Heizkraftwerk Dieselstraße Block B,heizkraftwerk dieselstraße block b,Erdgas,57.144,06130,Halle
SEE946590750676,BHKW Potsdam-Nord 1,bhkw potsdam-nord 1,Erdgas,4.257,14471,Potsdam
SEE954351462355,Partition_2,partition_2,Batteriespeicher,3.4,04349,Leipzig
SEE954367504490,GT3,gt3,Erdgas,5.07,21107,Hamburg
SEE954975672987,Urspring K(Ro) 2,urspring k 2,Wasser,3.366,86983,Lechbruck
SEE977898966292,MVR Rugenberger Damm Müll,mvr rugenberger damm müll,Abfall,23.875,21129,Hamburg
SEE985585573104,SWM HKW Sued GuD1 GT3,swm hkw sued gud1 gt3,Erdgas,97.9,81371,München
SEE986520256656,Solvay Rb TA7,solvay rb ta7,Waerme,12.8,47495,Rheinberg
SEE988222104112,Speicher Forsthof,speicher forsthof,Batteriespeicher,7.0,92706,Luhe-Wildenau
SEE949310869146,Prüfstand 6,prüfstand 6,Erdgas,3.15,86165,Augsburg
SEE950062447919,IPH Strom CoFA BHKW 2,iph strom cofa bhkw 2,Biomasse,1.3725,65929,Frankfurt
SEE950201173198,MHKW_Gen4,mhkw_gen4,Abfall,49.2,28219,Bremen
SEE951344432289,KWK Adlershof Modul 2,kwk adlershof modul 2,Erdgas,4.39,12489,Berlin
SEE935963507269,Kachlet K8,kachlet k8,Wasser,6.7125,94034,Passau
SEE936388385937,Heizkraftwerk Stuttgart-Münster GT 87,heizkraftwerk stuttgart-münster gt 87,Erdgas,61.0,70376,Stuttgart
SEE936873341158,Felix Schoeller GmbH & Co.KG Weißenborn GT1,felix schoeller gmbh co kg weißenborn gt1,Erdgas,4.429,09600,Weißenborn
SEE942954514045,DA_BHKW_01,da_bhkw_01,Erdgas,3.04,64293,Darmstadt
SEE989834346082,KWK GT2,kwk gt2,Erdgas,15.36,21683,Stade
SEE991917215321,RADAG M3,radag m3,Wasser,27.94,79774,Albbruck
SEE936761155751,"Motor-Heizkraftwerk Chemnitz-Süd, Motor 1",motor-heizkraftwerk chemnitz-süd motor 1,Erdgas,12.7314,09125,Chemnitz
SEE944498947082,BMHKW Biomasseheizkraftwerk Elsterwerda,bmhkw biomasseheizkraftwerk elsterwerda,Biomasse,11.5,04910,Elsterwerda
SEE946312990083,HKW Karcherstraße (GT13),hkw karcherstraße,Erdgas,8.5,67655,Kaiserslautern
SEE954610139165,KW Wehr MS B10,kw wehr ms b10,Pumpspeicher,227.5,79664,Wehr
SEE955837429145,KW ZI Austausch-Geno,kw zi austausch-geno,Erdgas,5.25,39326,Zielitz
SEE960352714492,GT11,gt11,Erdgas,27.6,42275,Wuppertal
SEE965327731764,BHKW Jülich,bhkw jülich,Erdgas,1.387,52428,Jülich
SEE970313657485,BHKW 3,bhkw 3,Biomasse,1.027,25491,Hetlingen
SEE970656434019,HKW Dresden - Reick Turbosatz 2,hkw dresden - reick turbosatz 2,Erdgas,1.6,01277,Dresden
SEE939524649245,ZI Tr GT1,zi tr gt1,Erdgas,5.5,39326,Zielitz
SEE942982288260,Cuno Heizkraftwerk Herdecke H6,cuno heizkraftwerk herdecke h6,Erdgas,417.0,58313,Herdecke
SEE952937205877,Könnern Generator 2,könnern generator 2,Braunkohle,19.67,06420,Könnern
SEE964450365167,Solvay Rb TA9,solvay rb ta9,Waerme,27.2,47495,Rheinberg
SEE972239033510,Dampfturbine II Südzucker Wabern,dampfturbine ii südzucker wabern,Waerme,4.1384,34590,Wabern
SEE978319002940,Laufwasserkraftwerk Schlüsselburg,laufwasserkraftwerk schlüsselburg,Wasser,5.633,27337,Blender
SEE981258814888,Kraftwerk Raffinerie Heide GmbH,kraftwerk raffinerie heide gmbh,Mineraloelprodukte,45.2,25770,Hemmingstedt
SEE981924913907,GT 3,gt 3,Mineraloelprodukte,23.2,83734,Hausham
SEE984352856976,Leipzig KWK 1,leipzig kwk 1,Erdgas,3.119,04349,Leipzig
SEE993638387103,NEA EEW Helmstedt,nea eew helmstedt,Mineraloelprodukte,5.18,38372,Büddenstedt
SEE995447721338,Kachlet K7,kachlet k7,Wasser,6.7125,94034,Passau
SEE995735564722,Kraftwerk Wasserburg MS3 20 kV,kraftwerk wasserburg ms3 20 kv,Wasser,4.82,83512,Wasserburg
SEE996485724770,Koblenz Maschine 2,koblenz maschine 2,Wasser,4.0,56073,Koblenz
SEE998383491525,Heizkraftwerk Stuttgart-Münster DT 12,heizkraftwerk stuttgart-münster dt 12,Erdgas,45.0,70376,Stuttgart
SEE999705546763,Dampfturbine III Südzucker Rain,dampfturbine iii südzucker rain,Waerme,10.36,86641,Rain
SEE947163607823,HKW West M12 (2024),hkw west m12,Erdgas,2.282,99867,Gotha
SEE961899492454,PSW Hohenwarte 2 PSS D,psw hohenwarte 2 pss d,Pumpspeicher,39.7,07338,Hohenwarte
SEE996891820448,Turbine 3,turbine 3,Waerme,8.0,47829,Krefeld
SEE998623498277,DT3,dt3,Waerme,23.9,06237,Leuna
SEE984899087819,Kraftwerk Wasserburg MS5 110 kV,kraftwerk wasserburg ms5 110 kv,Wasser,4.82,83512,Wasserburg
SEE986097297199,QED_GuD_Staßfurt,qed_gud_staßfurt,Erdgas,100.0,39418,Staßfurt
SEE987007882719,GuD West 40 Gasturbine,gud west 40 gasturbine,Erdgas,101.0,38440,Wolfsburg
SEE991958709742,Kraftwerk Jochenstein MS5,kraftwerk jochenstein ms5,Wasser,26.4,94107,Untergriesbach
SEE992421348512,Kraftwerk Braunau-Simbach MS3,kraftwerk braunau-simbach ms3,Wasser,25.6,84375,Kirchdorf
SEE989328541450,HKW Reuter West Dampfturbine D,hkw reuter west dampfturbine d,Steinkohle,282.0,13599,Berlin
SEE991505581654,KW Rheinfelden Maschine 3,kw rheinfelden maschine 3,Wasser,22.9,4310,Rheinfelden
SEE993233732025,Kraftwerk Egglfing-Obernberg MS2,kraftwerk egglfing-obernberg ms2,Wasser,13.45,94072,Bad Füssing
SEE995752550746,Werk 1.5 KWK 2,werk 1 5 kwk 2,Erdgas,3.36,80937,München
SEE996309208363,HKW Alfred-Leikam-Straße BHKW 2,hkw alfred-leikam-straße bhkw 2,Erdgas,7.549,74523,Schwäbisch Hall
SEE997248724068,Gasturbine 2,gasturbine 2,Erdgas,7.558,66606,St. Wendel
SEE998199911088,Kraftwerk Lippendorf Block S,kraftwerk lippendorf block s,Braunkohle,891.0,04575,Neukieritzsch
SEE991050894971,EKT,ekt,Waerme,14.0,06237,Leuna
SEE992947793209,Dampfturbine,dampfturbine,Abfall,16.0,47475,Kamp-Lintfort
SEE994690933222,BHKW_CVK,bhkw_cvk,Erdgas,2.64,13353,Berlin
